state,slope_deg,rainfall_24h_mm,rainfall_72h_mm,elevation_m,soil_moisture_pct,pore_pressure_kpa,insar_deformation_mm_yr,lithology_factor,vibration_g,risk_score,risk_class,risk_tier
Sikkim,41.0,308.7,724.1,1939.0,73.5,35.3,17.2,2.51,0.22,69.6,1,MODERATE
Sikkim,51.0,330.9,957.0,2430.0,82.3,50.2,42.5,2.54,0.249,83.5,2,HIGH
Sikkim,42.3,404.3,1022.3,2514.0,88.5,57.8,42.9,2.29,0.254,86.6,2,HIGH
Meghalaya,23.8,374.7,1032.8,1089.0,88.8,56.1,46.5,2.11,0.187,90.7,2,HIGH
Sikkim,36.3,320.0,816.3,2071.0,73.3,35.3,9.3,2.31,0.23,64.1,1,MODERATE
Meghalaya,26.3,117.4,280.1,763.0,49.3,21.2,19.8,2.17,0.122,42.6,1,MODERATE
Arunachal Pradesh,30.6,247.4,751.9,380.0,71.2,34.9,31.7,1.96,0.121,60.5,1,MODERATE
Meghalaya,31.5,46.0,142.1,890.0,33.6,5.0,41.3,2.3,0.102,40.1,1,MODERATE
Meghalaya,46.6,256.6,633.1,576.0,57.4,28.3,29.5,2.36,0.209,69.0,1,MODERATE
Sikkim,49.9,126.6,200.9,2511.0,44.9,9.3,34.1,2.49,0.182,53.3,1,MODERATE
Arunachal Pradesh,50.7,295.0,844.8,413.0,80.1,43.7,43.9,1.92,0.244,75.6,2,HIGH
Sikkim,45.3,63.3,191.4,2629.0,43.7,12.1,21.9,2.36,0.171,48.0,1,MODERATE
Sikkim,35.1,200.8,436.1,2254.0,53.9,19.5,11.4,2.49,0.135,55.1,1,MODERATE
Sikkim,39.0,321.1,914.2,1798.0,76.4,42.9,14.8,2.34,0.212,71.9,2,HIGH
Sikkim,44.9,266.9,640.4,1278.0,71.3,34.5,52.4,2.41,0.173,78.3,2,HIGH
Arunachal Pradesh,36.6,213.4,385.8,853.0,63.4,29.3,34.8,2.0,0.158,64.5,1,MODERATE
Arunachal Pradesh,37.6,126.2,191.3,882.0,51.1,16.3,47.3,1.81,0.14,49.9,1,MODERATE
Meghalaya,18.4,143.0,409.8,1414.0,48.6,14.8,22.1,2.09,0.133,38.0,0,LOW
Meghalaya,46.1,415.2,652.0,1323.0,85.6,52.2,52.6,2.0,0.273,89.2,2,HIGH
Meghalaya,34.7,520.2,757.7,1520.0,98.0,72.4,23.9,2.4,0.27,95.9,2,HIGH
Meghalaya,40.4,80.5,222.3,526.0,39.3,9.4,29.5,2.24,0.192,52.0,1,MODERATE
Meghalaya,45.8,194.0,373.1,1127.0,55.9,17.3,15.2,2.29,0.204,56.5,1,MODERATE
Arunachal Pradesh,29.6,170.5,422.5,1023.0,60.6,23.4,54.9,2.04,0.111,62.8,1,MODERATE
Arunachal Pradesh,35.0,160.4,338.5,1057.0,52.5,18.5,10.2,1.91,0.157,40.2,1,MODERATE
Sikkim,50.5,349.1,1024.5,2217.0,84.4,50.4,61.6,2.22,0.277,90.5,2,HIGH
Sikkim,48.5,218.1,542.4,2938.0,64.6,27.0,26.0,2.47,0.228,65.4,1,MODERATE
Meghalaya,28.6,191.3,553.7,807.0,60.6,22.8,15.3,2.23,0.187,52.8,1,MODERATE
Arunachal Pradesh,27.8,346.9,618.9,1547.0,74.7,39.9,17.0,2.07,0.207,65.5,1,MODERATE
Meghalaya,18.8,289.3,782.4,1118.0,68.4,30.8,42.2,2.33,0.149,60.6,1,MODERATE
Sikkim,40.2,100.1,298.1,2106.0,46.3,11.6,25.7,2.54,0.127,47.9,1,MODERATE
Arunachal Pradesh,50.4,111.9,301.4,1165.0,49.6,15.9,54.4,1.78,0.164,56.8,1,MODERATE
Arunachal Pradesh,46.8,201.4,484.9,2468.0,55.4,20.3,26.5,1.91,0.244,58.2,1,MODERATE
Sikkim,49.8,328.5,652.8,2642.0,79.1,44.0,17.4,2.57,0.229,82.2,2,HIGH
Sikkim,43.8,68.6,244.6,1510.0,49.3,17.7,27.9,2.31,0.166,50.6,1,MODERATE
Arunachal Pradesh,28.1,170.9,346.4,1626.0,58.4,20.7,31.4,1.82,0.153,50.5,1,MODERATE
Meghalaya,15.2,58.4,177.2,491.0,36.4,10.4,43.8,2.04,0.097,35.6,0,LOW
Arunachal Pradesh,42.8,262.2,702.0,1794.0,71.5,35.5,47.9,1.75,0.206,73.7,2,HIGH
Arunachal Pradesh,38.7,56.0,134.8,2128.0,36.3,10.4,13.9,1.85,0.117,35.0,0,LOW
Sikkim,35.0,239.3,716.6,2717.0,64.5,23.4,32.5,2.26,0.172,58.7,1,MODERATE
Arunachal Pradesh,30.3,342.1,714.6,2317.0,76.2,43.2,40.1,1.86,0.239,67.9,1,MODERATE
Meghalaya,27.1,463.0,771.2,623.0,98.0,74.1,3.0,2.01,0.237,85.0,2,HIGH
Meghalaya,25.8,475.1,1169.3,399.0,98.0,76.1,2.1,2.0,0.231,85.0,2,HIGH
Arunachal Pradesh,44.4,177.7,485.3,1546.0,65.0,30.4,56.7,1.96,0.219,64.4,1,MODERATE
Meghalaya,42.8,91.8,254.1,693.0,36.9,7.6,23.3,2.36,0.201,40.5,1,MODERATE
Arunachal Pradesh,55.1,359.3,822.1,2536.0,82.9,46.7,18.3,1.76,0.268,73.9,2,HIGH
Sikkim,46.2,59.0,147.0,2233.0,42.1,17.3,46.4,2.33,0.148,58.2,1,MODERATE
Arunachal Pradesh,46.4,21.7,103.6,1130.0,34.8,8.9,11.7,1.84,0.166,37.6,0,LOW
Arunachal Pradesh,46.6,115.5,350.8,3195.0,47.4,8.6,40.2,1.91,0.17,52.2,1,MODERATE
Sikkim,35.0,231.7,685.2,1318.0,68.4,37.8,55.2,2.25,0.205,70.0,1,MODERATE
Arunachal Pradesh,27.7,294.5,484.5,717.0,70.9,35.8,34.4,1.91,0.201,67.9,1,MODERATE
Meghalaya,42.1,160.4,494.5,1280.0,53.9,14.8,45.4,2.04,0.194,56.5,1,MODERATE
Sikkim,38.3,315.1,629.6,1326.0,74.1,42.2,30.8,2.44,0.202,74.0,2,HIGH
Arunachal Pradesh,33.7,103.2,286.4,1335.0,44.1,13.1,30.2,2.1,0.124,47.2,1,MODERATE
Arunachal Pradesh,35.7,373.2,625.0,1656.0,70.1,28.5,14.3,1.76,0.24,64.8,1,MODERATE
Sikkim,42.6,226.9,440.6,2175.0,63.0,25.7,73.8,2.35,0.203,71.5,2,HIGH
Arunachal Pradesh,55.2,122.1,295.5,2481.0,50.4,16.3,52.8,2.05,0.193,63.2,1,MODERATE
Meghalaya,40.0,517.0,1460.3,618.0,98.0,69.5,60.8,2.34,0.289,99.0,2,HIGH
Arunachal Pradesh,42.9,138.6,338.8,2806.0,47.2,20.1,48.4,2.06,0.175,53.9,1,MODERATE
Sikkim,51.5,51.8,154.9,1504.0,35.5,5.0,51.3,2.57,0.139,60.2,1,MODERATE
Meghalaya,16.8,43.3,145.3,633.0,39.2,6.5,2.0,2.32,0.07,17.5,0,LOW
Sikkim,53.3,79.2,144.9,1254.0,41.7,9.3,30.4,2.51,0.181,56.9,1,MODERATE
Meghalaya,32.6,308.8,631.3,1395.0,71.9,36.9,6.9,2.2,0.204,57.2,1,MODERATE
Meghalaya,48.8,444.9,1045.9,786.0,92.5,63.8,28.1,2.19,0.268,89.3,2,HIGH
Meghalaya,25.6,212.2,396.0,351.0,56.4,27.2,45.7,2.1,0.124,66.9,1,MODERATE
Meghalaya,22.3,451.1,1157.0,607.0,97.6,68.5,27.5,2.08,0.252,88.2,2,HIGH
Meghalaya,32.9,161.9,372.8,1219.0,52.7,19.7,3.9,2.2,0.131,45.2,1,MODERATE
Sikkim,55.6,398.9,739.7,2468.0,92.6,56.8,63.4,2.35,0.346,99.0,2,HIGH
Sikkim,47.5,277.0,478.6,1418.0,67.9,29.5,41.6,2.24,0.206,72.0,2,HIGH
Arunachal Pradesh,52.8,226.6,543.4,2885.0,63.0,26.9,49.3,1.77,0.255,77.5,2,HIGH
Meghalaya,17.2,106.1,339.6,625.0,47.5,13.3,28.3,2.16,0.074,36.4,0,LOW
Sikkim,55.2,98.5,260.0,2004.0,47.6,13.0,33.2,2.42,0.173,54.9,1,MODERATE
Arunachal Pradesh,45.3,177.0,350.1,645.0,59.9,32.1,43.9,1.72,0.199,64.0,1,MODERATE
Meghalaya,31.1,122.5,219.2,1466.0,44.1,10.3,14.9,2.05,0.126,41.3,1,MODERATE
Arunachal Pradesh,49.9,363.8,971.5,2482.0,86.0,52.8,31.9,1.88,0.265,88.8,2,HIGH
Sikkim,45.8,187.8,350.2,2063.0,58.8,22.6,27.2,2.35,0.219,59.5,1,MODERATE
Sikkim,51.7,302.3,580.1,1755.0,72.2,35.6,60.4,2.26,0.246,83.3,2,HIGH
Sikkim,38.9,83.9,213.9,1927.0,39.3,14.9,58.0,2.44,0.143,55.0,1,MODERATE
Arunachal Pradesh,47.9,77.1,162.2,2011.0,45.4,13.2,55.5,1.86,0.175,54.8,1,MODERATE
Meghalaya,19.5,315.1,897.7,725.0,80.8,47.4,40.5,2.4,0.198,70.9,2,HIGH
Arunachal Pradesh,32.9,302.2,482.9,1717.0,77.2,43.7,23.8,1.95,0.228,73.9,2,HIGH
Meghalaya,30.0,164.3,386.9,493.0,51.7,8.4,3.7,2.08,0.157,42.9,1,MODERATE
Meghalaya,21.7,52.4,196.1,517.0,41.5,9.3,34.4,2.38,0.126,35.3,0,LOW
Meghalaya,37.1,258.3,475.4,987.0,68.0,34.4,32.5,2.05,0.199,70.9,2,HIGH
Sikkim,53.9,51.5,143.9,1861.0,33.2,7.0,46.8,2.2,0.178,48.2,1,MODERATE
Meghalaya,32.1,354.1,895.8,1236.0,87.2,58.5,24.5,2.15,0.23,91.3,2,HIGH
Arunachal Pradesh,56.2,32.5,163.9,2861.0,34.1,10.6,17.3,1.99,0.153,41.4,1,MODERATE
Arunachal Pradesh,44.1,345.0,694.5,764.0,72.4,40.3,25.3,1.77,0.241,74.6,2,HIGH
Sikkim,31.0,279.0,485.2,2931.0,70.3,31.5,12.8,2.49,0.217,57.4,1,MODERATE
Meghalaya,30.4,497.6,1263.8,1084.0,98.0,72.1,17.0,2.25,0.223,89.3,2,HIGH
Meghalaya,20.8,385.2,840.9,715.0,82.1,49.1,8.8,2.03,0.212,67.4,1,MODERATE
Meghalaya,21.6,78.4,209.9,1405.0,44.7,14.3,15.8,2.13,0.098,34.9,0,LOW
Meghalaya,39.2,481.6,969.0,1030.0,97.8,74.5,25.8,2.23,0.28,93.4,2,HIGH
Sikkim,32.4,329.6,837.9,1751.0,77.5,44.4,38.8,2.57,0.194,81.2,2,HIGH
Arunachal Pradesh,54.6,111.6,284.4,301.0,53.8,20.8,47.2,1.84,0.194,59.1,1,MODERATE
Sikkim,51.9,43.0,108.9,2005.0,37.4,8.5,36.8,2.57,0.161,48.2,1,MODERATE
Sikkim,42.0,344.5,646.2,1893.0,80.9,46.0,49.0,2.49,0.216,84.1,2,HIGH
Meghalaya,19.7,447.1,1281.9,878.0,98.0,71.1,42.9,2.21,0.256,95.5,2,HIGH
Arunachal Pradesh,54.4,86.7,212.0,1375.0,46.5,17.7,38.1,1.81,0.169,52.9,1,MODERATE
Sikkim,38.8,213.3,585.7,2863.0,65.3,26.9,40.8,2.5,0.203,65.4,1,MODERATE
Arunachal Pradesh,26.0,335.9,552.5,1668.0,77.6,42.3,6.3,1.93,0.167,61.0,1,MODERATE
Arunachal Pradesh,46.5,280.4,468.4,694.0,64.8,26.2,13.6,2.09,0.215,62.6,1,MODERATE
Meghalaya,49.7,151.2,388.1,611.0,59.7,20.1,24.1,2.18,0.217,51.6,1,MODERATE
Arunachal Pradesh,56.0,345.7,793.0,1343.0,86.2,52.3,45.1,2.08,0.29,81.0,2,HIGH
Meghalaya,29.2,86.5,232.2,987.0,38.6,11.1,43.7,2.34,0.073,42.4,1,MODERATE
Sikkim,41.4,56.2,182.7,2306.0,38.8,13.2,14.2,2.21,0.164,37.1,0,LOW
Sikkim,51.8,229.8,415.2,1934.0,64.7,29.8,38.1,2.21,0.188,74.6,2,HIGH
Arunachal Pradesh,39.2,374.3,732.1,2529.0,78.9,48.1,37.4,2.05,0.242,77.6,2,HIGH
Arunachal Pradesh,46.4,31.3,88.3,1849.0,32.8,8.1,25.9,1.83,0.125,38.7,0,LOW
Meghalaya,24.6,59.9,186.9,1465.0,39.2,10.2,21.1,2.16,0.123,32.9,0,LOW
Sikkim,50.9,47.2,150.8,2633.0,36.7,5.0,53.8,2.37,0.15,53.9,1,MODERATE
Meghalaya,36.3,427.6,909.1,1137.0,90.1,56.7,46.7,2.02,0.23,91.6,2,HIGH
Arunachal Pradesh,53.5,297.0,553.5,2508.0,64.2,31.3,25.5,1.9,0.217,74.0,2,HIGH
Sikkim,44.6,282.7,498.8,2828.0,71.1,38.7,33.2,2.23,0.246,74.5,2,HIGH
Arunachal Pradesh,42.5,259.3,685.5,316.0,67.4,33.7,22.9,1.94,0.211,62.0,1,MODERATE
Arunachal Pradesh,32.7,45.8,92.1,308.0,35.5,9.7,26.8,1.71,0.134,33.5,0,LOW
Meghalaya,22.4,384.8,697.8,1317.0,81.8,52.6,38.4,2.34,0.18,77.4,2,HIGH
Sikkim,38.2,75.6,159.3,2020.0,44.5,16.0,13.0,2.57,0.102,46.7,1,MODERATE
Meghalaya,18.2,377.2,615.0,1396.0,82.9,42.2,20.5,2.12,0.179,68.7,1,MODERATE
Meghalaya,22.2,152.4,336.4,891.0,48.6,17.4,2.5,2.31,0.095,43.7,1,MODERATE
Meghalaya,18.8,441.0,707.5,1412.0,89.7,58.9,47.1,2.11,0.196,92.5,2,HIGH
Sikkim,42.3,307.3,637.0,2471.0,74.4,41.1,57.9,2.27,0.2,83.9,2,HIGH
Sikkim,46.4,130.3,377.3,2938.0,49.9,15.2,25.3,2.38,0.145,60.3,1,MODERATE
Arunachal Pradesh,48.6,40.2,104.8,1865.0,37.0,13.6,54.3,2.08,0.18,50.1,1,MODERATE
Arunachal Pradesh,28.5,264.3,691.1,2389.0,68.8,36.2,36.1,2.09,0.197,63.4,1,MODERATE
Arunachal Pradesh,31.3,175.9,457.3,3165.0,54.1,19.1,47.5,1.94,0.156,50.3,1,MODERATE
Arunachal Pradesh,45.7,264.9,482.5,254.0,58.1,22.1,53.3,2.03,0.249,72.8,2,HIGH
Sikkim,46.4,76.0,205.9,1200.0,40.0,11.5,48.5,2.44,0.16,55.5,1,MODERATE
Arunachal Pradesh,27.1,159.6,486.6,1064.0,56.3,19.2,39.2,1.85,0.151,49.3,1,MODERATE
Sikkim,39.5,124.2,314.6,2812.0,49.6,14.3,34.0,2.55,0.168,51.2,1,MODERATE
Sikkim,55.0,79.4,201.6,1877.0,39.8,9.4,43.6,2.37,0.194,54.8,1,MODERATE
Arunachal Pradesh,31.6,102.7,312.3,3147.0,44.6,11.8,8.0,2.05,0.12,33.7,0,LOW
Meghalaya,33.3,128.5,273.3,326.0,49.9,13.9,7.5,2.09,0.171,39.6,0,LOW
Meghalaya,25.1,325.9,509.7,830.0,72.8,39.1,32.5,2.1,0.174,64.3,1,MODERATE
Sikkim,49.8,36.2,115.5,2112.0,28.4,6.5,23.3,2.49,0.152,45.2,1,MODERATE
Sikkim,36.5,163.3,317.8,2956.0,51.0,21.5,8.2,2.33,0.125,49.0,1,MODERATE
Arunachal Pradesh,39.6,107.4,304.3,347.0,51.4,19.9,29.0,1.97,0.183,45.1,1,MODERATE
Sikkim,53.7,341.1,996.2,1219.0,77.4,48.0,61.0,2.59,0.293,93.6,2,HIGH
Arunachal Pradesh,31.1,291.8,484.7,242.0,64.5,32.8,37.4,1.98,0.18,63.3,1,MODERATE
Sikkim,33.5,375.4,888.3,1261.0,85.9,50.6,17.3,2.29,0.24,85.5,2,HIGH
Meghalaya,15.6,59.5,203.7,1201.0,41.9,12.5,30.4,2.26,0.065,37.6,0,LOW
Arunachal Pradesh,32.1,29.7,72.5,1213.0,35.5,5.0,30.3,1.81,0.112,33.7,0,LOW
Arunachal Pradesh,55.7,154.2,254.9,378.0,53.0,12.5,42.7,1.78,0.235,64.7,1,MODERATE
Meghalaya,45.2,266.2,703.5,1344.0,75.5,39.4,40.5,2.19,0.251,73.1,2,HIGH
Sikkim,34.3,78.7,124.0,2784.0,42.6,11.3,51.4,2.4,0.145,52.4,1,MODERATE
Sikkim,37.3,237.0,370.1,2663.0,60.2,23.0,31.6,2.41,0.186,67.7,1,MODERATE
Meghalaya,36.6,79.9,170.0,816.0,43.4,16.6,19.9,2.07,0.146,37.1,0,LOW
Sikkim,43.4,96.6,294.5,1664.0,46.8,14.1,25.3,2.44,0.165,47.3,1,MODERATE
Arunachal Pradesh,57.0,287.4,487.5,1933.0,63.6,25.1,57.6,1.83,0.262,79.1,2,HIGH
Arunachal Pradesh,40.0,91.4,155.3,1729.0,38.7,5.0,57.0,1.84,0.129,49.7,1,MODERATE
Sikkim,50.2,252.6,643.1,2229.0,64.1,26.0,15.3,2.32,0.214,63.6,1,MODERATE
Sikkim,48.5,48.0,130.0,1956.0,35.0,5.0,45.8,2.47,0.159,50.6,1,MODERATE
Meghalaya,37.9,240.6,455.6,1035.0,65.9,33.3,7.3,2.28,0.208,57.8,1,MODERATE
Sikkim,46.7,179.0,523.4,2932.0,56.4,22.8,67.7,2.3,0.214,61.1,1,MODERATE
Sikkim,30.4,115.9,249.0,1508.0,48.0,17.0,12.4,2.46,0.142,43.8,1,MODERATE
Arunachal Pradesh,41.2,55.3,142.1,307.0,39.8,8.3,6.0,2.07,0.133,39.3,0,LOW
Arunachal Pradesh,57.8,217.8,388.9,1473.0,55.3,17.5,56.5,1.76,0.253,71.7,2,HIGH
Meghalaya,47.3,488.6,1063.2,363.0,98.0,68.4,32.7,2.14,0.3,93.5,2,HIGH
Meghalaya,29.9,304.8,477.5,1316.0,75.0,44.1,43.8,2.01,0.225,71.4,2,HIGH
